time,event,cwnd
507405000,"""ProbeDrain""",20.00
507500000,"""ProbeUpdate""",21.00
527845000,"""ProbeGain""",65.00
528369000,"""ProbeDrain""",21.00
528471000,"""ProbeUpdate""",21.00
548842000,"""ProbeGain""",65.00
549366000,"""ProbeDrain""",21.00
549468000,"""ProbeUpdate""",21.00
569803000,"""ProbeGain""",65.00
570326000,"""ProbeDrain""",21.00
570427000,"""ProbeUpdate""",20.00
590516000,"""ProbeGain""",59.00
591038000,"""ProbeDrain""",20.00
591130000,"""ProbeUpdate""",21.00
611484000,"""ProbeGain""",65.00
612008000,"""ProbeDrain""",21.00
612109000,"""ProbeUpdate""",21.00
632459000,"""ProbeGain""",65.00
632983000,"""ProbeDrain""",21.00
633085000,"""ProbeUpdate""",21.00
653464000,"""ProbeGain""",64.00
653988000,"""ProbeDrain""",21.00
654089000,"""ProbeUpdate""",21.00
674467000,"""ProbeGain""",65.00
674991000,"""ProbeDrain""",21.00
675092000,"""ProbeUpdate""",21.00
695462000,"""ProbeGain""",65.00
695986000,"""ProbeDrain""",21.00
696090000,"""ProbeUpdate""",20.00
716267000,"""ProbeGain""",59.00
716790000,"""ProbeDrain""",20.00
716885000,"""ProbeUpdate""",21.00
737299000,"""ProbeGain""",65.00
737824000,"""ProbeDrain""",21.00
737930000,"""ProbeUpdate""",21.00
758371000,"""ProbeGain""",65.00
758895000,"""ProbeDrain""",21.00
758998000,"""ProbeUpdate""",21.00
779378000,"""ProbeGain""",65.00
779903000,"""ProbeDrain""",21.00
780004000,"""ProbeUpdate""",21.00
800373000,"""ProbeGain""",65.00
800898000,"""ProbeDrain""",21.00
801001000,"""ProbeUpdate""",21.00
821264000,"""ProbeGain""",67.00
821788000,"""ProbeDrain""",21.00
821893000,"""ProbeUpdate""",20.00
842151000,"""ProbeGain""",61.00
842675000,"""ProbeDrain""",20.00
842773000,"""ProbeUpdate""",20.00
863033000,"""ProbeGain""",61.00
863556000,"""ProbeDrain""",20.00
863653000,"""ProbeUpdate""",20.00
883918000,"""ProbeGain""",64.00
884441000,"""ProbeDrain""",20.00
884540000,"""ProbeUpdate""",20.00
904839000,"""ProbeGain""",60.00
905363000,"""ProbeDrain""",20.00
905460000,"""ProbeUpdate""",20.00
925636000,"""ProbeGain""",64.00
926159000,"""ProbeDrain""",20.00
926261000,"""ProbeUpdate""",20.00
946626000,"""ProbeGain""",64.00
947152000,"""ProbeDrain""",20.00
947258000,"""ProbeUpdate""",20.00
967623000,"""ProbeGain""",67.00
968146000,"""ProbeDrain""",20.00
968251000,"""ProbeUpdate""",19.00
988405000,"""ProbeGain""",61.00
988928000,"""ProbeDrain""",19.00
989023000,"""ProbeUpdate""",19.00
